0 	0 	0 	0
0.00217143 	-0.00245324 	-0.137811 	0.00613484
0.00434286 	-0.000561494 	-0.189639 	0.0125365
0.00651429 	0.00197844 	-0.194326 	0.0164906
0.00868571 	0.00365575 	-0.177924 	0.0170396
0.0108571 	0.00508916 	-0.154355 	0.0150085
0.0130286 	0.00566462 	-0.130788 	0.011284
0.0152 	0.00561707 	-0.109592 	0.0067183
0.0173714 	0.00531448 	-0.0911821 	0.00202156
0.0195429 	0.00487054 	-0.0749241 	-0.00225378
0.0217143 	0.00432543 	-0.0604672 	-0.00559977
0.0238857 	0.00377725 	-0.0477725 	-0.00781589
0.0260571 	0.00325118 	-0.036969 	-0.00907047
0.0282286 	0.00264359 	-0.0283267 	-0.00955792
0.0304 	0.00202831 	-0.0218034 	-0.00950668
0.0325714 	0.00152161 	-0.0170467 	-0.00913696
0.0347429 	0.0010697 	-0.01361 	-0.00860417
0.0369143 	0.000650164 	-0.0110455 	-0.00800873
0.0390857 	0.000254186 	-0.00884044 	-0.00743193
0.0412571 	-0.000123197 	-0.00650293 	-0.00694338
0.0434286 	-0.000467608 	-0.00367017 	-0.00655784
0.0456 	-0.000763971 	-9.74494e-05 	-0.00626886
0.0477714 	-0.0010068 	0.00439817 	-0.00607415
0.0499429 	-0.00119518 	0.00995845 	-0.00595919
0.0521143 	-0.00132551 	0.0166922 	-0.00589632
0.0542857 	-0.00139588 	0.0247856 	-0.0058597
0.0564571 	-0.00140371 	0.03448 	-0.00581212
0.0586286 	-0.00135863 	0.0458622 	-0.0057213
0.0608 	-0.00128429 	0.0588217 	-0.00557112
0.0629714 	-0.00120747 	0.0732141 	-0.00534903
0.0651429 	-0.00115051 	0.0891035 	-0.00504232
0.0673143 	-0.00110049 	0.106671 	-0.00461196
0.0694857 	-0.000933973 	0.123128 	-0.00400052
0.0716571 	-0.000406553 	0.125544 	-0.00316423
0.0738286 	0.00015643 	0.0911474 	-0.00197772
0.076 	0 	0 	0
