0 	288.15
0.00217143 	289.578
0.00434286 	290.874
0.00651429 	291.817
0.00868571 	292.372
0.0108571 	292.709
0.0130286 	292.945
0.0152 	293.132
0.0173714 	293.29
0.0195429 	293.433
0.0217143 	293.566
0.0238857 	293.692
0.0260571 	293.817
0.0282286 	293.945
0.0304 	294.08
0.0325714 	294.221
0.0347429 	294.37
0.0369143 	294.526
0.0390857 	294.689
0.0412571 	294.857
0.0434286 	295.034
0.0456 	295.219
0.0477714 	295.414
0.0499429 	295.622
0.0521143 	295.843
0.0542857 	296.081
0.0564571 	296.342
0.0586286 	296.632
0.0608 	296.967
0.0629714 	297.374
0.0651429 	297.897
0.0673143 	298.632
0.0694857 	299.809
0.0716571 	301.81
0.0738286 	304.614
0.076 	307.75
