0 	288.15
0.00217143 	289.575
0.00434286 	290.884
0.00651429 	291.859
0.00868571 	292.444
0.0108571 	292.798
0.0130286 	293.044
0.0152 	293.236
0.0173714 	293.398
0.0195429 	293.543
0.0217143 	293.677
0.0238857 	293.806
0.0260571 	293.934
0.0282286 	294.066
0.0304 	294.206
0.0325714 	294.354
0.0347429 	294.509
0.0369143 	294.673
0.0390857 	294.843
0.0412571 	295.021
0.0434286 	295.208
0.0456 	295.404
0.0477714 	295.609
0.0499429 	295.824
0.0521143 	296.05
0.0542857 	296.285
0.0564571 	296.533
0.0586286 	296.801
0.0608 	297.107
0.0629714 	297.476
0.0651429 	297.949
0.0673143 	298.62
0.0694857 	299.721
0.0716571 	301.672
0.0738286 	304.514
0.076 	307.75
