0 	0 	0 	0
0.00217143 	0.000158431 	-0.0799792 	-0.000407168
0.00434286 	0.000433285 	-0.117506 	-0.00059121
0.00651429 	0.000700993 	-0.124534 	-0.000585555
0.00868571 	0.000926377 	-0.117774 	-0.000495177
0.0108571 	0.00113307 	-0.108314 	-0.000397885
0.0130286 	0.00133295 	-0.0990221 	-0.000314739
0.0152 	0.00152696 	-0.0901759 	-0.000248011
0.0173714 	0.00171283 	-0.0816896 	-0.00019733
0.0195429 	0.00188839 	-0.0734528 	-0.000161751
0.0217143 	0.00205136 	-0.0653723 	-0.000139996
0.0238857 	0.00219936 	-0.0573726 	-0.000130533
0.0260571 	0.00233004 	-0.0493907 	-0.000131619
0.0282286 	0.00244081 	-0.0413714 	-0.00014133
0.0304 	0.00252881 	-0.0332026 	-0.000157797
0.0325714 	0.00259087 	-0.0247001 	-0.000179228
0.0347429 	0.00262258 	-0.0157493 	-0.000203502
0.0369143 	0.00261866 	-0.00637225 	-0.000227954
0.0390857 	0.0025743 	0.00331238 	-0.000250006
0.0412571 	0.00248433 	0.0134018 	-0.000268321
0.0434286 	0.00234395 	0.0240367 	-0.000281796
0.0456 	0.00214991 	0.0352056 	-0.00028946
0.0477714 	0.00190033 	0.0470347 	-0.000291688
0.0499429 	0.00159642 	0.0598239 	-0.000289848
0.0521143 	0.00124468 	0.0740867 	-0.000286418
0.0542857 	0.000859052 	0.0905726 	-0.000286078
0.0564571 	0.000462776 	0.110236 	-0.000298326
0.0586286 	8.78205e-05 	0.134108 	-0.000340656
0.0608 	-0.000228995 	0.163045 	-0.000436169
0.0629714 	-0.000455534 	0.197308 	-0.000591675
0.0651429 	-0.000558262 	0.235727 	-0.000747963
0.0673143 	-0.000519721 	0.273972 	-0.000753761
0.0694857 	-0.000359635 	0.300225 	-0.000606074
0.0716571 	-0.000163421 	0.288337 	-0.000438812
0.0738286 	-2.48321e-05 	0.201542 	-0.000298634
0.076 	0 	0 	0
