0 	288.15
0.00217143 	289.533
0.00434286 	290.792
0.00651429 	291.711
0.00868571 	292.252
0.0108571 	292.576
0.0130286 	292.799
0.0152 	292.971
0.0173714 	293.115
0.0195429 	293.242
0.0217143 	293.359
0.0238857 	293.469
0.0260571 	293.576
0.0282286 	293.683
0.0304 	293.793
0.0325714 	293.908
0.0347429 	294.03
0.0369143 	294.159
0.0390857 	294.294
0.0412571 	294.438
0.0434286 	294.589
0.0456 	294.752
0.0477714 	294.928
0.0499429 	295.12
0.0521143 	295.334
0.0542857 	295.578
0.0564571 	295.859
0.0586286 	296.189
0.0608 	296.579
0.0629714 	297.05
0.0651429 	297.639
0.0673143 	298.455
0.0694857 	299.758
0.0716571 	301.884
0.0738286 	304.699
0.076 	307.75
