0 	0 	0 	0
0.00217143 	-4.70714e-05 	-0.117931 	-3.21814e-05
0.00434286 	1.50888e-05 	-0.172223 	-2.88866e-05
0.00651429 	0.000122394 	-0.182457 	-2.02318e-05
0.00868571 	0.000209515 	-0.174928 	-1.60788e-06
0.0108571 	0.000273746 	-0.164349 	1.70289e-05
0.0130286 	0.00031624 	-0.153727 	3.07797e-05
0.0152 	0.000340838 	-0.143381 	3.99409e-05
0.0173714 	0.000350198 	-0.133258 	4.65224e-05
0.0195429 	0.000347188 	-0.123255 	5.30006e-05
0.0217143 	0.00033442 	-0.113275 	6.17501e-05
0.0238857 	0.000314045 	-0.10323 	7.48049e-05
0.0260571 	0.000287954 	-0.0929346 	9.40112e-05
0.0282286 	0.000257993 	-0.0820853 	0.00012126
0.0304 	0.000226214 	-0.0704826 	0.000158072
0.0325714 	0.000194699 	-0.0581313 	0.000205076
0.0347429 	0.00016491 	-0.045141 	0.000261976
0.0369143 	0.000137643 	-0.0316473 	0.000327747
0.0390857 	0.000113359 	-0.017771 	0.000400869
0.0412571 	9.24426e-05 	-0.00360834 	0.000479647
0.0434286 	7.53333e-05 	0.0107634 	0.000561982
0.0456 	6.23506e-05 	0.025279 	0.000645458
0.0477714 	5.33634e-05 	0.0398518 	0.000727568
0.0499429 	4.76904e-05 	0.054349 	0.000805415
0.0521143 	4.39026e-05 	0.0685965 	0.000875761
0.0542857 	3.98762e-05 	0.0824072 	0.000935193
0.0564571 	3.43938e-05 	0.0956847 	0.000980458
0.0586286 	2.79066e-05 	0.108626 	0.0010086
0.0608 	2.17103e-05 	0.12167 	0.00101567
0.0629714 	1.67893e-05 	0.135171 	0.00099515
0.0651429 	1.32604e-05 	0.149418 	0.000936857
0.0673143 	1.23326e-05 	0.164752 	0.000823948
0.0694857 	1.66099e-05 	0.180394 	0.000627528
0.0716571 	4.90002e-05 	0.184628 	0.000342557
0.0738286 	7.35921e-05 	0.139271 	9.48957e-05
0.076 	0 	0 	0
