0 	288.15
0.00217143 	288.87
0.00434286 	289.569
0.00651429 	290.191
0.00868571 	290.668
0.0108571 	290.99
0.0130286 	291.201
0.0152 	291.343
0.0173714 	291.443
0.0195429 	291.514
0.0217143 	291.565
0.0238857 	291.602
0.0260571 	291.626
0.0282286 	291.64
0.0304 	291.647
0.0325714 	291.645
0.0347429 	291.638
0.0369143 	291.625
0.0390857 	291.608
0.0412571 	291.586
0.0434286 	291.564
0.0456 	291.54
0.0477714 	291.521
0.0499429 	291.516
0.0521143 	291.543
0.0542857 	291.635
0.0564571 	291.824
0.0586286 	292.144
0.0608 	292.636
0.0629714 	293.384
0.0651429 	294.503
0.0673143 	296.108
0.0694857 	298.295
0.0716571 	301.075
0.0738286 	304.301
0.076 	307.75
