0 	288.15
0.00217143 	289.546
0.00434286 	290.924
0.00651429 	292.171
0.00868571 	293.087
0.0108571 	293.653
0.0130286 	294.003
0.0152 	294.228
0.0173714 	294.373
0.0195429 	294.469
0.0217143 	294.54
0.0238857 	294.601
0.0260571 	294.66
0.0282286 	294.725
0.0304 	294.797
0.0325714 	294.879
0.0347429 	294.972
0.0369143 	295.078
0.0390857 	295.197
0.0412571 	295.328
0.0434286 	295.472
0.0456 	295.63
0.0477714 	295.802
0.0499429 	295.989
0.0521143 	296.189
0.0542857 	296.406
0.0564571 	296.641
0.0586286 	296.9
0.0608 	297.196
0.0629714 	297.556
0.0651429 	298.02
0.0673143 	298.68
0.0694857 	299.768
0.0716571 	301.699
0.0738286 	304.526
0.076 	307.75
