0 	0 	0 	0
0.00217143 	0.000142375 	-0.138154 	0.0014041
0.00434286 	0.00044219 	-0.213318 	0.00238488
0.00651429 	0.00084549 	-0.238603 	0.00298578
0.00868571 	0.00134894 	-0.233205 	0.00315942
0.0108571 	0.00178388 	-0.216637 	0.00289633
0.0130286 	0.00203862 	-0.197397 	0.00231824
0.0152 	0.00211308 	-0.178223 	0.00158821
0.0173714 	0.00206009 	-0.160377 	0.00086159
0.0195429 	0.0019367 	-0.144302 	0.000258202
0.0217143 	0.00177483 	-0.129815 	-0.000174028
0.0238857 	0.00159999 	-0.116485 	-0.000458907
0.0260571 	0.00142042 	-0.10384 	-0.00062504
0.0282286 	0.00124355 	-0.0914745 	-0.000702395
0.0304 	0.00107207 	-0.079093 	-0.000716367
0.0325714 	0.000912754 	-0.0665067 	-0.000687396
0.0347429 	0.000767489 	-0.0536226 	-0.000630608
0.0369143 	0.00063532 	-0.0404209 	-0.000558187
0.0390857 	0.000518383 	-0.0269238 	-0.000478124
0.0412571 	0.000416478 	-0.0131792 	-0.000395521
0.0434286 	0.000327633 	0.000748094 	-0.000314654
0.0456 	0.000249411 	0.0148122 	-0.000238114
0.0477714 	0.000181918 	0.0289765 	-0.000166155
0.0499429 	0.000125905 	0.0431599 	-9.87155e-05
0.0521143 	8.02834e-05 	0.0572451 	-3.67509e-05
0.0542857 	4.29477e-05 	0.0711116 	1.90308e-05
0.0564571 	1.16456e-05 	0.0846855 	6.88208e-05
0.0586286 	-1.5756e-05 	0.0980678 	0.000113438
0.0608 	-4.13518e-05 	0.111586 	0.000154461
0.0629714 	-6.66004e-05 	0.125629 	0.000193533
0.0651429 	-9.23228e-05 	0.140545 	0.000231813
0.0673143 	-0.000120445 	0.156686 	0.000270777
0.0694857 	-0.000151593 	0.173341 	0.000308374
0.0716571 	-7.51149e-05 	0.179089 	0.0003135
0.0738286 	8.47946e-05 	0.135989 	0.000222391
0.076 	0 	0 	0
