0 	288.15
0.00217143 	289.575
0.00434286 	290.873
0.00651429 	291.822
0.00868571 	292.382
0.0108571 	292.722
0.0130286 	292.962
0.0152 	293.151
0.0173714 	293.313
0.0195429 	293.459
0.0217143 	293.596
0.0238857 	293.728
0.0260571 	293.86
0.0282286 	293.996
0.0304 	294.14
0.0325714 	294.293
0.0347429 	294.454
0.0369143 	294.622
0.0390857 	294.797
0.0412571 	294.98
0.0434286 	295.169
0.0456 	295.367
0.0477714 	295.574
0.0499429 	295.788
0.0521143 	296.013
0.0542857 	296.247
0.0564571 	296.495
0.0586286 	296.765
0.0608 	297.074
0.0629714 	297.448
0.0651429 	297.928
0.0673143 	298.607
0.0694857 	299.721
0.0716571 	301.683
0.0738286 	304.525
0.076 	307.75
