0 	288.15
0.00217143 	290.037
0.00434286 	291.847
0.00651429 	293.448
0.00868571 	294.7
0.0108571 	295.586
0.0130286 	296.187
0.0152 	296.572
0.0173714 	296.794
0.0195429 	296.9
0.0217143 	296.93
0.0238857 	296.916
0.0260571 	296.881
0.0282286 	296.84
0.0304 	296.801
0.0325714 	296.768
0.0347429 	296.744
0.0369143 	296.731
0.0390857 	296.732
0.0412571 	296.748
0.0434286 	296.781
0.0456 	296.832
0.0477714 	296.905
0.0499429 	297
0.0521143 	297.119
0.0542857 	297.264
0.0564571 	297.44
0.0586286 	297.653
0.0608 	297.914
0.0629714 	298.249
0.0651429 	298.701
0.0673143 	299.368
0.0694857 	300.476
0.0716571 	302.344
0.0738286 	304.911
0.076 	307.75
