0 	0 	0 	0
0.00217143 	-4.79527e-05 	-0.104152 	-0.000163615
0.00434286 	-5.89909e-05 	-0.14914 	-0.000195997
0.00651429 	-6.39079e-05 	-0.155596 	-0.000158221
0.00868571 	-7.74606e-05 	-0.148138 	-0.000106595
0.0108571 	-9.19246e-05 	-0.138604 	-5.92608e-05
0.0130286 	-0.000106539 	-0.12907 	-1.57841e-05
0.0152 	-0.000120705 	-0.119684 	2.50829e-05
0.0173714 	-0.000134738 	-0.110367 	6.35363e-05
0.0195429 	-0.000149144 	-0.101028 	9.90998e-05
0.0217143 	-0.000164469 	-0.0915913 	0.000130931
0.0238857 	-0.000181081 	-0.0819946 	0.000158014
0.0260571 	-0.000199706 	-0.0720971 	0.000179498
0.0282286 	-0.000221518 	-0.0616321 	0.000194755
0.0304 	-0.000247708 	-0.0503883 	0.000202988
0.0325714 	-0.000279 	-0.0383458 	0.000203262
0.0347429 	-0.00031541 	-0.0256128 	0.000194836
0.0369143 	-0.000356895 	-0.0123393 	0.000177301
0.0390857 	-0.000403418 	0.00136402 	0.000150508
0.0412571 	-0.000454478 	0.0154092 	0.000114621
0.0434286 	-0.000509242 	0.0297012 	7.00979e-05
0.0456 	-0.000566899 	0.0441665 	1.757e-05
0.0477714 	-0.000626351 	0.0587404 	-4.22121e-05
0.0499429 	-0.000685606 	0.0733646 	-0.000108373
0.0521143 	-0.000741097 	0.0879919 	-0.000179825
0.0542857 	-0.000787084 	0.102599 	-0.00025528
0.0564571 	-0.000815217 	0.117206 	-0.000333264
0.0586286 	-0.000817498 	0.131906 	-0.000412174
0.0608 	-0.0007899 	0.146965 	-0.000490603
0.0629714 	-0.000730444 	0.162802 	-0.000567202
0.0651429 	-0.000637618 	0.17977 	-0.000638668
0.0673143 	-0.000506848 	0.198003 	-0.000698411
0.0694857 	-0.000332534 	0.215717 	-0.000729041
0.0716571 	-8.05386e-05 	0.217301 	-0.000669984
0.0738286 	0.000110453 	0.159879 	-0.000431433
0.076 	0 	0 	0
