0 	0 	0 	0
0.00217143 	9.68249e-06 	-0.0983878 	-0.000500279
0.00434286 	4.01392e-05 	-0.140077 	-0.000763921
0.00651429 	4.06381e-05 	-0.145082 	-0.000799308
0.00868571 	1.70445e-05 	-0.137009 	-0.000711924
0.0108571 	-9.04729e-06 	-0.127209 	-0.000591923
0.0130286 	-3.44392e-05 	-0.117611 	-0.000466664
0.0152 	-5.91833e-05 	-0.108297 	-0.000343933
0.0173714 	-8.41289e-05 	-0.0991564 	-0.000227618
0.0195429 	-0.00011042 	-0.0900775 	-0.000120507
0.0217143 	-0.000139309 	-0.0809707 	-2.479e-05
0.0238857 	-0.000172096 	-0.0717617 	5.7808e-05
0.0260571 	-0.000209838 	-0.0623856 	0.000125862
0.0282286 	-0.000255073 	-0.0527017 	0.000178676
0.0304 	-0.000312322 	-0.0424684 	0.000216087
0.0325714 	-0.000386384 	-0.0315257 	0.000237318
0.0347429 	-0.000479933 	-0.0198808 	0.000241052
0.0369143 	-0.000591978 	-0.0076292 	0.000226147
0.0390857 	-0.000720564 	0.00517291 	0.000191918
0.0412571 	-0.000864007 	0.0184951 	0.000138534
0.0434286 	-0.00101967 	0.0322991 	6.7005e-05
0.0456 	-0.0011834 	0.0466034 	-2.10634e-05
0.0477714 	-0.00134947 	0.0614831 	-0.000123355
0.0499429 	-0.00151076 	0.0770649 	-0.000236685
0.0521143 	-0.00165853 	0.0935159 	-0.000357179
0.0542857 	-0.00178289 	0.111021 	-0.00047913
0.0564571 	-0.00187305 	0.129736 	-0.000594646
0.0586286 	-0.00191501 	0.149691 	-0.000694627
0.0608 	-0.00189086 	0.170695 	-0.000769753
0.0629714 	-0.00178279 	0.192311 	-0.000813434
0.0651429 	-0.00158389 	0.214141 	-0.000823487
0.0673143 	-0.00129736 	0.235967 	-0.000798572
0.0694857 	-0.000926249 	0.254544 	-0.000732785
0.0716571 	-0.000479169 	0.249479 	-0.000609884
0.0738286 	-0.000111108 	0.17768 	-0.000392973
0.076 	0 	0 	0
