# Wall heat-flux
# Time        	patch         	min           	max           	integral      
112           	maxX	0.000000e+00	0.000000e+00	0.000000e+00
112           	minY	0.000000e+00	0.000000e+00	0.000000e+00
112           	minZ	0.000000e+00	0.000000e+00	0.000000e+00
112           	maxZ	0.000000e+00	0.000000e+00	0.000000e+00
112           	oil_to_sphere	9.400583e+03	1.068613e+04	2.838191e+01
114           	maxY	0.000000e+00	0.000000e+00	0.000000e+00
114           	minX	0.000000e+00	0.000000e+00	0.000000e+00
114           	maxX	0.000000e+00	0.000000e+00	0.000000e+00
114           	minY	0.000000e+00	0.000000e+00	0.000000e+00
114           	minZ	0.000000e+00	0.000000e+00	0.000000e+00
114           	maxZ	0.000000e+00	0.000000e+00	0.000000e+00
114           	oil_to_sphere	9.194589e+03	1.048396e+04	2.781080e+01
116           	maxY	0.000000e+00	0.000000e+00	0.000000e+00
116           	minX	0.000000e+00	0.000000e+00	0.000000e+00
116           	maxX	0.000000e+00	0.000000e+00	0.000000e+00
116           	minY	0.000000e+00	0.000000e+00	0.000000e+00
116           	minZ	0.000000e+00	0.000000e+00	0.000000e+00
116           	maxZ	0.000000e+00	0.000000e+00	0.000000e+00
116           	oil_to_sphere	8.991799e+03	1.028494e+04	2.724858e+01
118           	maxY	0.000000e+00	0.000000e+00	0.000000e+00
118           	minX	0.000000e+00	0.000000e+00	0.000000e+00
118           	maxX	0.000000e+00	0.000000e+00	0.000000e+00
118           	minY	0.000000e+00	0.000000e+00	0.000000e+00
118           	minZ	0.000000e+00	0.000000e+00	0.000000e+00
118           	maxZ	0.000000e+00	0.000000e+00	0.000000e+00
118           	oil_to_sphere	8.792199e+03	1.008906e+04	2.669523e+01
120           	maxY	0.000000e+00	0.000000e+00	0.000000e+00
120           	minX	0.000000e+00	0.000000e+00	0.000000e+00
120           	maxX	0.000000e+00	0.000000e+00	0.000000e+00
120           	minY	0.000000e+00	0.000000e+00	0.000000e+00
120           	minZ	0.000000e+00	0.000000e+00	0.000000e+00
120           	maxZ	0.000000e+00	0.000000e+00	0.000000e+00
120           	oil_to_sphere	8.595773e+03	9.896305e+03	2.615068e+01
122           	maxY	0.000000e+00	0.000000e+00	0.000000e+00
122           	minX	0.000000e+00	0.000000e+00	0.000000e+00
122           	maxX	0.000000e+00	0.000000e+00	0.000000e+00
122           	minY	0.000000e+00	0.000000e+00	0.000000e+00
122           	minZ	0.000000e+00	0.000000e+00	0.000000e+00
122           	maxZ	0.000000e+00	0.000000e+00	0.000000e+00
122           	oil_to_sphere	8.402506e+03	9.706654e+03	2.561490e+01
124           	maxY	0.000000e+00	0.000000e+00	0.000000e+00
124           	minX	0.000000e+00	0.000000e+00	0.000000e+00
124           	maxX	0.000000e+00	0.000000e+00	0.000000e+00
124           	minY	0.000000e+00	0.000000e+00	0.000000e+00
